key,source,Translation
Spanish_Spain,"Sí, enseguida voy allí.",
Spanish_LATAM,"Sí, enseguida voy allá.",
Korean,"네, 금방 가려고요.",
Russian,,
Japanese,ああ。すぐに森へ向かうよ。,
Portuguese_Brazil,"Sim, eu vou pra lá daqui a pouco.",
Chinese_Simplified,是的，我马上就到森林里去。,
Chinese_Traditional,準備好了，我等一下就到那裡去。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0004-Alta,
English_US,"Hey! What happened? Why weren't you in the forest?",
Description,,
French,"Salut ! Qu'est-ce qui s'est passé ? Pourquoi tu n'étais pas dans la forêt ?",
Italian,Ehi! Cosa è successo? Perché non eri nella foresta?,
German,Hey! Was ist passiert? Warum wart ihr nicht im Wald?,
Spanish_Spain,¡Hola! ¿Qué ha pasado? ¿Por qué no estabas en el bosque?,
Spanish_LATAM,¡Oye! ¿Qué pasó? ¿Por qué no estabas en el bosque?,
Korean,이봐요! 어떻게 된 거예요? 숲에서 보기로 했잖아요?,
Russian,,
Japanese,なあ、何があったんだ？ なんで森に来なかった？,
Portuguese_Brazil,Ei! O que aconteceu? Por que você não estava na floresta?,
Chinese_Simplified,嘿！发生了什么？为什么你不在森林里？,
Chinese_Traditional,嘿！怎麼回事？你們為什麼不在森林中？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0005-Zenith,
English_US,Human {{Alta}}! Hello! It is good to see you again! \n <Zenith>Greetings!</>,
Description,,
French,Être humain {{Alta}} ! Bonjour ! Il est bon de te revoir ! \n <Zenith>Salutations !</>,
Italian,Essere umano {{Alta}}! Ciao! È bello rivederti! \n <Zenith>Saluti!</>,
German,"Menschin {{Alta}}! Hallo! Es ist gut, dich wiederzusehen! \n <Zenith>Grüße!</>",
Spanish_Spain,¡Humana {{Alta}}! ¡Hola! ¡Es bueno verte de nuevo! \n <Zenith>¡Saludos!</>,
Spanish_LATAM,¡Humana {{Alta}}! ¡Hola! ¡Es bueno verte de nuevo! \n <Zenith>¡Saludos!</>,
Korean,인간 {{Alta}}! 안녕! 다시 만나서 기쁘구나! \n <Zenith>반갑다!</>,
Russian,,
Japanese,人間{{アルタ}}！ ハロー！ また会えマシタネ！ \n <Zenith>ゴキゲンヨウ！</>,
Portuguese_Brazil,Humana {{Alta}}! Olá! Que bom ver você de novo! \n <Zenith>Saudações!</>,
Chinese_Simplified,人类{{Alta}}！你好！很高兴再次见到你！ \n <Zenith>你好！</>,
Chinese_Traditional,人類{{Alta}}！哈囉！很高興再次見到你！\n<Zenith>願安好！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0006-Alta,
English_US,"I looked for you everywhere and you weren't there. What happened?",
Description,,
French,"Je t'ai cherché partout et tu n'étais pas là. Qu'est-ce qui s'est passé ?",
Italian,"Ti ho cercato ovunque e non c'eri. Cosa è successo?",
German,Ich habe überall nach euch gesucht und ihr wart nirgendwo. Was ist passiert?,
Spanish_Spain,Te busqué por todas partes y no estabas. ¿Qué ha pasado?,
Spanish_LATAM,Te busqué por todas partes y no estabas. ¿Qué pasó?,
Korean,여기저기 다 찾아다녔는데 없었잖아요. 어떻게 된 거예요?,
Russian,,
Japanese,あちこち探し回ったけど、いなかっただろ。何かあったのか？,
Portuguese_Brazil,Eu procurei você em todos os lugares e você não estava lá. O que aconteceu?,
Chinese_Simplified,我在森林里到处找你，你却不在。发生了什么？,
Chinese_Traditional,我到處尋找你們，但你們不在森林裡。怎麼回事？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0007-Zenith,
English_US,Oh. Yes. Of course. The forest.,
Description,,
French,Oh. Oui. Bien sûr. La forêt.,
Italian,Oh. Sì. Certo. La foresta.,
German,Oh. Ja. Natürlich. Der Wald.,
Spanish_Spain,Ah. Sí. Por supuesto. El bosque.,
Spanish_LATAM,Ah. Sí. Por supuesto. El bosque.,
Korean,아. 그래. 그렇지. 숲에서.,
Russian,,
Japanese,ああ、そうダ。森デシタネ。,
Portuguese_Brazil,Ah. Sim. Claro. A floresta.,
Chinese_Simplified,哦。是的。当然。森林啊。,
Chinese_Traditional,噢。對。當然了。在森林中。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0008-Zenith,
English_US,"Yes. We agreed to help you, yes. Your memories. Your change structure. \n <Zenith>Assisting you.</>",
Description,,
French,"Oui. Nous avons accepté de t'aider, oui. Tes souvenirs. Ta structure de changement. \n <Zenith>T'aider.</>",
Italian,"Eravamo d'accordo di aiutarti, sì. I tuoi ricordi. La tua struttura di cambiamento. \n <Zenith>Assisterti.</>",
German,"Ja. Wir stimmten zu, dir zu helfen. Deine Erinnerungen. Dein Wandelmuster. \n <Zenith>Dir beistehen.</>",
Spanish_Spain,"Sí. Acordamos ayudarte, sí. Tus recuerdos. Tu estructura de cambio. \n <Zenith>Ayudándote.</>",
Spanish_LATAM,"Sí. Acordamos ayudarte, sí. Tus recuerdos. Tu estructura de cambio. \n <Zenith>Ayudándote.</>",
Korean,"맞아. 널 돕기로 했지, 그래. 너의 기억과. 변화 구조의 문제를. \n <Zenith>돕기로 했지.</>",
Russian,,
Japanese,ええ、確かに手助けすると言いマシタ。アナタの記憶。変化構造。 \n <Zenith>オテツダイ。</>,
Portuguese_Brazil,"Sim. Concordamos em ajudar você, sim. As suas lembranças. A sua estrutura de mudança. \n <Zenith>Auxiliar você.</>",
Chinese_Simplified,没错。我等说过要帮助你的。帮你探寻记忆。检查你的变化律动。 \n <Zenith>帮助你。</>,
Chinese_Traditional,對。對，我們答應要協助你。你的回憶。你的變更結構。\n<Zenith>伸出援手。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0009-Zenith,
English_US,We remember it now. We became distracted. For a moment. \n <Zenith>Distracted.</>,
Description,,
French,Nous nous souvenons maintenant. Nous avons été distraits. Un instant. \n <Zenith>Distraits.</>,
Italian,Adesso lo ricordiamo. Ci siamo distratte. Per un momento. \n <Zenith>Distrazione.</>,
German,Jetzt wissen wir es wieder. Wir wurden für. Einen Moment abgelenkt. \n <Zenith>Abgelenkt.</>,
Spanish_Spain,Lo recordamos ahora. Nos distrajimos. Por un momento. \n <Zenith>Distraídas.</>,
Spanish_LATAM,Lo recordamos ahora. Nos distrajimos. Por un momento. \n <Zenith>Distraídas.</>,
Korean,이제 기억나. 정신이 팔렸었거든. 잠시. \n <Zenith>정신이 팔렸어.</>,
Russian,,
Japanese,そうデス、思い出しマシタ。気を取られてしまったノデス。少しの間。 \n <Zenith>ウワノソラ。</>,
Portuguese_Brazil,Lembramos agora. Acabamos nos distraindo. Por um momento. \n <Zenith>Distração.</>,
Chinese_Simplified,我等现在想起来了。我等之前分心了。一小会。 \n <Zenith>分心了。</>,
Chinese_Traditional,我們記起來了。我們分心了。一下下。\n<Zenith>分心。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0010-Choice,
English_US,"Well, let's go back out there and do it again.",
Description,,
French,"Bien, retournons-y pour recommencer.",
Italian,"Bene, ritorniamoci e facciamo un altro tentativo.",
German,"Na los, gehen wir raus und probieren es nochmal.",
Spanish_Spain,"Bueno, regresemos y hagámoslo otra vez.",
Spanish_LATAM,"Bueno, regresemos y hagámoslo otra vez.",
Korean,그럼 빨리 돌아가서 하던 거 마저 해요.,
Russian,,
Japanese,じゃあ、また森へ行ってやり直そう。,
Portuguese_Brazil,"Bem, vamos ir até lá e faremos de novo.",
Chinese_Simplified,行吧，我们再到森林里去试一次吧。,
Chinese_Traditional,好，那就回去再做一次。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0011-Choice,
English_US,...are you wearing a tie?,
Description,"""tie"" means a ""necktie"", the kind a businessman would wear to work",
French,… est-ce que tu portes une cravate ?,
Italian,… Indossi una cravatta?,
German,…Trägt ihr eine Krawatte?,
Spanish_Spain,¿Llevas corbata?,
Spanish_LATAM,¿Eso es una corbata?,
Korean,...그거 넥타이예요?,
Russian,,
Japanese,…ネクタイを着けてる？,
Portuguese_Brazil,E você estava usando uma gravata?,
Chinese_Simplified,……你怎么还打上领带了？,
Chinese_Traditional,……你們繫領帶嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0012-Zenith,
English_US,"Yes. We will meet you once again, in the forest. \n <Zenith>Another attempt.</>",
Description,From [0010-Choice],
French,"Oui. Nous t'y retrouverons, dans la forêt. \n <Zenith>Une autre tentative.</>",
Italian,"Sì. Ci incontreremo ancora una volta, nella foresta. \n <Zenith>Un altro tentativo.</>",
German,"Ja. Wir werden dich noch einmal treffen, im Wald. \n <Zenith>Noch ein Versuch.</>",
Spanish_Spain,"Sí. Nos encontraremos contigo una vez más, en el bosque. \n <Zenith>Otro intento.</>",
Spanish_LATAM,Sí. Nos encontraremos contigo una vez más. En el bosque. \n <Zenith>Otro intento.</>,
Korean,그래. 다시 한번 숲에서 보자. \n <Zenith>다시 시도해 보자.</>,
Russian,,
Japanese,ええ、また会いマショウ。森の中で。 \n <Zenith>モウイチド。</>,
Portuguese_Brazil,"Sim. Nós encontraremos você novamente, na floresta. \n <Zenith>Outra tentativa.</>",
Chinese_Simplified,好的。那么我们森林里再见。 \n <Zenith>再试一次。</>,
Chinese_Traditional,對。我們會再次於森林中與你相見。\n<Zenith>再試一次。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0013-Zenith,
English_US,"Ah, yes. We are perceiving a change. Within ourselves. \n <Zenith>A movement.</>",
Description,From [0011-Choice],
French,"Ah, oui. Nous percevons un changement. En nous. \n <Zenith>Un mouvement.</>",
Italian,"Ah, sì. Percepiamo un cambiamento. Dentro di noi. \n <Zenith>Un movimento.</>",
German,"Ah, ja. Wir nehmen einen Wandel in. Uns selbst wahr. \n <Zenith>Eine Bewegung.</>",
Spanish_Spain,"Ah, sí. Estamos percibiendo un cambio. Dentro de nosotras mismas. \n <Zenith>Un movimiento.</>",
Spanish_LATAM,Sí. Estamos percibiendo un cambio. En nuestro interior. \n <Zenith>Un movimiento.</>,
Korean,"아, 맞아. 우리 안에서 변화가. 일어나고 있단다. \n <Zenith>움직임이 있어.</>",
Russian,,
Japanese,ああ、そうデスネ。ワタシタチは変わりつつアル。内なる変化デス。 \n <Zenith>ムーブメント。</>,
Portuguese_Brazil,"Ah, sim. Estamos percebendo uma mudança. Em nós. \n <Zenith>Um movimento.</>",
Chinese_Simplified,啊，是的。我等察觉到。自身在发生变化。 \n <Zenith>就在一瞬间。</>,
Chinese_Traditional,啊，對。我們正在領受變化。內在的變化。\n<Zenith>演變。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0014-Zenith,
English_US,We did not mean for it. To happen. It simply happened.,
Description,,
French,"Nous n'y sommes pour rien. Si cela s'est produit. Ça s'est produit, tout simplement.",
Italian,Non volevamo farlo. Accadere. È semplicemente accaduto.,
German,"Wir haben nicht. Beabsichtigt, dass es passiert. Es ist einfach geschehen.",
Spanish_Spain,No era nuestra intención. Que ocurriera. Simplemente ocurrió.,
Spanish_LATAM,No era nuestra intención. Que ocurriera. Ocurrió sin más.,
Korean,변화를 의도한 건. 아니었어. 그냥 그런 일이 일어났지.,
Russian,,
Japanese,自分タチの意思ではアリマセン。ただ変化が起キタ。,
Portuguese_Brazil,Não era a nossa intenção. Que acontecesse. Simplesmente aconteceu.,
Chinese_Simplified,我等并非刻意。要让其发生。它是凭空发生的。,
Chinese_Traditional,我們並未預期。它會發生。它就這麼發生了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0015-Zenith,
English_US,But it is lovely! We are delighted by it! \n <Zenith>Delighted!</>,
Description,,
French,"Mais c'est adorable ! Nous en sommes ravis ! \n <Zenith>Délicieux !</>",
Italian,Ma è adorabile! Lo troviamo delizioso! \n <Zenith>Delizioso!</>,
German,Aber es ist wunderbar! Es ist eine wahre Wonne! \n <Zenith>Wonne!</>,
Spanish_Spain,¡Pero es encantador! ¡Estamos encantadas con ello! \n <Zenith>¡Encantadas!</>,
Spanish_LATAM,¡Pero es encantador! ¡Estamos encantadas con ello! \n <Zenith>¡Encantadas!</>,
Korean,하지만 정말 좋은 일이야! 정말 근사해! \n <Zenith>근사해!</>,
Russian,,
Japanese,でもステキな気分デス！ ワタシタチは楽しイ！ \n <Zenith>タノシイ！</>,
Portuguese_Brazil,Mas é adorável! É uma maravilha para nós! \n <Zenith>Maravilha!</>,
Chinese_Simplified,但这番变化着实喜人！令我等十分愉悦！ \n <Zenith>愉悦非常！</>,
Chinese_Traditional,但這變化相當美好！我們感到很欣喜！\n<Zenith>喜悅！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0016-Zenith,
English_US,Is it not. Delightful??,
Description,,
French,"N'est-ce pas. Délicieux ?",
Italian,Non è. Delizioso?,
German,Ist es nicht. Wonnig?,
Spanish_Spain,¿No es? ¿Encantador?,
Spanish_LATAM,¡¿No es?! ¡¿Encantador?!,
Korean,정말로. 근사하지 않니??,
Russian,,
Japanese,楽しく…アリマセンカ？,
Portuguese_Brazil,Não é. Maravilhoso??,
Chinese_Simplified,这难道。不是太妙了吗？？,
Chinese_Traditional,領帶。不可愛嗎？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0017-Choice,
English_US,I mean... sure?,
Description,,
French,"C'est que… oui, sûrement ?",
Italian,"Direi... ma sì, certo!",
German,Naja …schon?,
Spanish_Spain,Esto... ¿claro?,
Spanish_LATAM,"Eeehh... Sí, creo...",
Korean,뭐... 그런 것 같기도?,
Russian,,
Japanese,まあ…楽しいかも？,
Portuguese_Brazil,Acho que... sim?,
Chinese_Simplified,我想说……是啊？,
Chinese_Traditional,算……可愛吧？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0018-Choice,
English_US,It is not.,
Description,,
French,Non.,
Italian,Non lo è.,
German,Ist es nicht.,
Spanish_Spain,No.,
Spanish_LATAM,No.,
Korean,전혀요.,
Russian,,
Japanese,楽しくない。,
Portuguese_Brazil,Não é.,
Chinese_Simplified,这一点也不妙。,
Chinese_Traditional,不可愛。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0019-Zenith,
English_US,THEN WE ARE IN. AGREEMENT! \n <Zenith>UNANIMOUS!</>,
Description,From [0017-Choice],
French,"ALORS NOUS SOMMES D'ACCORD ! \n <Zenith>UNANIMES !</>",
Italian,"ALLORA SIAMO. D'ACCORDO! \n <Zenith>UNANIME!</>",
German,DANN SIND. WIR UNS EINIG! \n <Zenith>EINSTIMMIG!</>,
Spanish_Spain,¡ENTONCES ESTAMOS! ¡DE ACUERDO! \n <Zenith>¡UNÁNIME!</>,
Spanish_LATAM,¡ENTONCES ESTAMOS! ¡DE ACUERDO! \n <Zenith>¡UNÁNIME!</>,
Korean,우린 서로. 생각이 같구나! \n <Zenith>의견 일치야!</>,
Russian,,
Japanese,それなら、ワタシタチの心は1つデス！ \n <Zenith>マッタクオナジ！</>,
Portuguese_Brazil,ENTÃO. CONCORDAMOS! \n <Zenith>UNÂNIME!</>,
Chinese_Simplified,那么我们。所见略同！ \n <Zenith>达成一致！</>,
Chinese_Traditional,那我們。達成共識！\n<Zenith>意見一致！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0020-Zenith,
English_US,Oh. We see.,
Description,From [0018-Choice],
French,Ah. Nous voyons.,
Italian,Oh.,
German,Oh. Wir verstehen.,
Spanish_Spain,Ah. Ya vemos.,
Spanish_LATAM,Ah. Ya vemos.,
Korean,아. 그렇구나.,
Russian,,
Japanese,おや、そうデスカ。,
Portuguese_Brazil,Ah. Entendemos.,
Chinese_Simplified,哦。好吧。,
Chinese_Traditional,噢。我們明白。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0021-Zenith,
English_US,Unfortunately. We do not agree. We find it most incredible. Most charming. \n <Zenith>Most.</>,
Description,,
French,"Malheureusement, nous ne sommes pas d'accord. Nous trouvons cela assez incroyable. Assez charmant. \n <Zenith>Assez.</>",
Italian,"Purtroppo. Non siamo d'accordo. Lo troviamo davvero incredibile. Davvero affascinante. \n <Zenith>Davvero.</>",
German,Leider stimmen. Wir dir nicht zu. Wir finden es unglaublich. Ganz bezaubernd. \n <Zenith>Ganz.</>,
Spanish_Spain,Desafortunadamente. No estamos de acuerdo. Nos parece de lo más increíble. De lo más encantador. \n <Zenith>De lo más.</>,
Spanish_LATAM,Por desgracia. No estamos de acuerdo. Nos parece de lo más increíble. De lo más encantador. \n <Zenith>De lo más.</>,
Korean,아쉽게도. 우리 생각은 달라. 가장 놀랍고. 멋진 일이라고 생각해. \n <Zenith>정말 멋져.</>,
Russian,,
Japanese,残念ながら、意見が分かれマシタネ。でも、スバラシイ！ 最高にチャーミング！ \n <Zenith>サイコー。</>,
Portuguese_Brazil,Infelizmente. Não concordamos. Achamos muito incrível. Muito encantador. \n <Zenith>Muito.</>,
Chinese_Simplified,真可惜。我等持相反看法。我等认为它简直不可思议。奇妙非常。 \n <Zenith>奇妙非常。</>,
Chinese_Traditional,可惜。我們不同意。我們覺得領帶非常美麗。非常迷人。\n<Zenith>非常。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0022-Alta,
English_US,"Yeah, whatever. You said you were going to help me, let's get back to that.",
Description,,
French,"Ouais, peu importe. Tu as dit que tu allais m'aider, occupons-nous de ça.",
Italian,"Non ha importanza. Avevi detto che mi avresti aiutato, concentriamoci su questo.",
German,"Ja, meinetwegen. Ihr meintet, ihr wollt mir helfen, reden wir nochmal darüber.",
Spanish_Spain,"Sí, lo que sea. Dijiste que me ibas a ayudar, volvamos a eso.",
Spanish_LATAM,"Sí, bueno, lo que sea. Dijiste que me ibas a ayudar, así que volvamos a eso.",
Korean,"그래요, 그렇게 생각하세요. 어쨌든 날 도와주기로 했으니 그 얘기로 돌아가자고요.",
Russian,,
Japanese,まあ、いいや。私の手助けをしてくれると言ったろ。それをやり直そう。,
Portuguese_Brazil,"Tá bom, então. Você disse que ia me ajudar, vamos voltar a esse assunto.",
Chinese_Simplified,嗯，你高兴就好。但你说过要帮我的，干正事吧。,
Chinese_Traditional,好，隨便啦。你們說要幫助我，那就開始吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith2_RAW-0023-Zenith,
English_US,"Yes. We agree. We will meet you once again, in the forest. \n <Zenith>Another attempt.</>",
Description,,
French,"Oui. Nous sommes d'accord. Nous te rejoindrons à nouveau, dans la forêt. \n <Zenith>Une autre tentative.</>",
Italian,"Sì. Siamo d'accordo. Ci incontreremo ancora una volta, nella foresta. \n <Zenith>Un altro tentativo.</>",
German,"Ja. Wir stimmen zu. Wir werden dich noch einmal treffen, im Wald. \n <Zenith>Noch ein Versuch.</>",
Spanish_Spain,"Sí. Estamos de acuerdo. Nos encontraremos contigo una vez más, en el bosque. \n <Zenith>Otro intento.</>",
Spanish_LATAM,Sí. Estamos de acuerdo. Nos encontraremos contigo una vez más en el bosque. \n <Zenith>Otro intento.</>,
Korean,그래. 같은 생각이야. 다시 한번 숲에서 보자꾸나. \n <Zenith>다시 시도해 보자.</>,
Russian,,
Japanese,ええ、そうデスネ。また会いマショウ。森の中で。 \n <Zenith>モウイチド。</>,
Portuguese_Brazil,"Sim. Concordamos. Nós encontraremos você novamente, na floresta. \n <Zenith>Outra tentativa.</>",
Chinese_Simplified,是的。我等同意。那么我们森林里再见。 \n <Zenith>再试一次。</>,
Chinese_Traditional,對。我們同意。我們會再次於森林中與你相見。\n<Zenith>再試一次。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
