key,source,Translation
Chinese_Simplified,我已经迟到了。能告诉我会议室怎么走吗？,
Chinese_Traditional,我已經滯後了。你可以告訴我會議室在哪裡嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0006-Choice,
English_US,Вы оба СОВЕРШЕННО сбились с пути.,
Description,,
French,"Vous êtes complétement perdus, les gars.",
Italian,Siete tutti completamente fuori strada.,
German,Ihr Jungs seid TOTAL vom Kurs ab.,
Spanish_Spain,Los dos estáis completamente desubicados.,
Spanish_LATAM,Los dos están TOTALMENTE perdidos.,
Korean,두 분 다 길을 완전히 잘못 들었어요.,
Russian,You guys are both COMPLETELY off course.,
Japanese,あんたたち2人とも、完全にズレてる。,
Portuguese_Brazil,Vocês estão no caminho TOTALMENTE errado.,
Chinese_Simplified,你们俩都完全找错地方了。,
Chinese_Traditional,你們根本找錯地方了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0007-Choice,
English_US,Вы здесь. Вы добрались. Добро пожаловать.,
Description,,
French,Tu y es. Tu es arrivé. Bienvenue.,
Italian,Ci sei. Ce l'hai fatta. Benvenuto.,
German,Du bist hier. Du hast es geschafft. Willkommen.,
Spanish_Spain,Estás aquí. Lo has conseguido. Bienvenido.,
Spanish_LATAM,Es aquí. Llegaste. Bienvenido.,
Korean,잘 도착하셨어요. 바로 여기예요. 환영합니다.,
Russian,You're here. You made it. Welcome.,
Japanese,ここだよ。よく来たね。歓迎する。,
Portuguese_Brazil,Você chegou. Conseguiu. Bem-vindo.,
Chinese_Simplified,你已经到了。你赶上时间了。欢迎。,
Chinese_Traditional,你來了。你終於到了。歡迎。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0008-Larry,
English_US,"""Вы оба""?",
Description,From [0006-Choice],
French,"""Les gars"" ?",
Italian,"""Tutti""?",
German,„Ihr Jungs“?,
Spanish_Spain,"¿""Los dos""?",
Spanish_LATAM,¿«Los dos»?,
Korean,두 분'이요?,
Russian,"""You guys""?",
Japanese,“あんたたち”？,
Portuguese_Brazil,"""Vocês""?",
Chinese_Simplified,“你们俩”？,
Chinese_Traditional,「你們」？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0009-Alta,
English_US,"Вы и {{Jerry}}. Полагаю, вы направляетесь в один и тот же конференц-зал.",
Description,,
French,Toi et {{Jerry}}. J'imagine que vous allez dans la même salle de conférence.,
Italian,Tu e {{Jerry}}. Immagino che siate diretti nella stessa sala riunioni.,
German,"Du und {{Jerry}}. Ich gehe davon aus, dass ihr in denselben Sitzungssaal wollt.",
Spanish_Spain,{{Jerry}} y tú. Supongo que vais a la misma sala de juntas.,
Spanish_LATAM,{{Jerry}} y tú. Supongo que van a la misma sala de juntas.,
Korean,손님과 {{Jerry}} 말이에요. 두 분이 같은 회의실로 가려던 것 아니었나요.,
Russian,You and {{Jerry}}. I assume you're going to the same boardroom.,
Japanese,あんたと{{ジェリー}}のこと。同じ役員会議室へ行きたいんだろ？,
Portuguese_Brazil,Você e o {{Jerry}}. Imagino que estejam indo pra mesma sala de reuniões.,
Chinese_Simplified,你和{{Jerry}}。我猜你们要去同一间会议室吧。,
Chinese_Traditional,你跟{{Jerry}}。我猜你們要去同一間會議室。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0010-Larry,
English_US,Нет-нет-нет. Вы ошибаетесь. Мы с {{Jerry}} работаем в разных отделах.,
Description,"""Departments"" means different parts of the same company",
French,"Non, non, non. Pas du tout. {{Jerry}} et moi on travaille pas dans le même département.",
Italian,"No, no, no. Ti stai sbagliando. Io e {{Jerry}} lavoriamo in dipartimenti diversi.",
German,"Nein, nein, nein. Du irrst dich. {{Jerry}} und ich arbeiten in unterschiedlichen Abteilungen.",
Spanish_Spain,"No, no, no. Te equivocas. {{Jerry}} y yo trabajamos en departamentos diferentes.",
Spanish_LATAM,"No, no, no. Te equivocas. {{Jerry}} y yo trabajamos en departamentos diferentes.",
Korean,"아니요, 아닙니다. 잘못 아셨어요. {{Jerry}}와는 일하는 부서가 달라요.",
Russian,No no no. You are mistaken. {{Jerry}} and I work in different departments.,
Japanese,いやいや、それは誤解です。{{ジェリー}}とは働いている部署が違いますから。,
Portuguese_Brazil,"Não, não, não. Você se engana. O {{Jerry}} e eu trabalhamos em departamentos diferentes.",
Chinese_Simplified,不不不，你搞错了。{{Jerry}}和我不在一个部门。,
Chinese_Traditional,不不不。你錯了。{{Jerry}}跟我屬於不同部門。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0011-Larry,
English_US,"{{Jerry}} менее стабилен в обеспечении квартального роста для своего отдела, чем я.",
Description,,
French,{{Jerry}} est moins doué que moi pour la croissance trimestrielle de son département.,
Italian,{{Jerry}} è meno attendibile di me nel garantire la crescita economica trimestrale del suo dipartimento.,
German,{{Jerry}} sorgt weniger verlässlich für quartalsmäßiges Wachstum seiner Abteilung als ich.,
Spanish_Spain,{{Jerry}} es menos constante que yo a la hora de generar crecimiento trimestral para su departamento.,
Spanish_LATAM,{{Jerry}} es menos constante que yo a la hora de generar crecimiento trimestral para su departamento.,
Korean,{{Jerry}}는 자기 부서의 분기별 성장률에 저만큼 꾸준히 기여하지 못하고 있거든요.,
Russian,{{Jerry}} is less consistent in delivering quarterly growth for his department than I am.,
Japanese,{{ジェリー}}は自分の部署に、僕ほどの四半期成長率をもたらしていません。,
Portuguese_Brazil,O {{Jerry}} apresenta uma menor consistência na apresentação de crescimento trimestral para seu departamento que eu.,
Chinese_Simplified,{{Jerry}}在为他的部门实现季度增长方面不如我稳定。,
Chinese_Traditional,我有辦法穩定地達成季度成長，相較之下，{{Jerry}}就比較沒辦法為他的部門做到這點。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0012-Larry,
English_US,По этой причине меня попросили провести презентацию для совета директоров.,
Description,,
French,C'est pour cette raison qu'on m'a demandé de venir faire une présentation au comité directeur.,
Italian,Per questo motivo mi è stato chiesto di fare una presentazione al consiglio d'amministrazione.,
German,"Darum wurde ich gebeten, eine Präsentation für den Vorstand zu halten.",
Spanish_Spain,"Por ese motivo, me pidieron que hiciera una presentación ante la junta.",
Spanish_LATAM,"Por ese motivo, me pidieron que hiciera una presentación ante la junta.",
Korean,그래서 제가 임원들 앞에서 프레젠테이션을 하도록 요청받았습니다.,
Russian,"For that reason, I have been asked to deliver a presentation to the board.",
Japanese,だからこそ、この僕が、役員向けにプレゼンするよう頼まれたんです。,
Portuguese_Brazil,"Por esse motivo, fui incumbido de fazer uma apresentação à diretoria.",
Chinese_Simplified,因此，他们安排我向董事会做演讲。,
Chinese_Traditional,所以，我被指示要向董事會發表報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0013-Larry,
English_US,Я добрался??,
Description,From [0007-Choice],
French,Ah oui ?,
Italian,Ce l'ho fatta?,
German,Hab ich das?,
Spanish_Spain,"¿Ah, sí?",
Spanish_LATAM,"Ah, ¿sí?",
Korean,여기라고요??,
Russian,I did??,
Japanese,本当に？,
Portuguese_Brazil,É mesmo??,
Chinese_Simplified,我已经到了？？,
Chinese_Traditional,真的嗎？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0014-Alta,
English_US,"Да, добрались.",
Description,,
French,Ah oui.,
Italian,Ce l'hai fatta.,
German,Hast du.,
Spanish_Spain,Sí.,
Spanish_LATAM,Sí.,
Korean,여기 맞아요.,
Russian,You did.,
Japanese,そうだよ。,
Portuguese_Brazil,É.,
Chinese_Simplified,你到了。,
Chinese_Traditional,真的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0015-Larry,
English_US,"Что ж, полагаю, я скоро проведу свою презентацию.",
Description,,
French,"Bon, alors j'imagine que je vais bientôt pouvoir faire ma présentation.",
Italian,"Bene, suppongo che la mia presentazione inizierà fra poco.",
German,"Nun, dann soll ich sicher bald meine Präsentation halten.",
Spanish_Spain,"Bueno, entonces supongo que pronto haré mi presentación.",
Spanish_LATAM,"Bueno, entonces supongo que pronto haré mi presentación.",
Korean,그럼 곧 프레젠테이션을 시작하게 되겠군요.,
Russian,"Well then, I suppose I shall soon deliver my presentation.",
Japanese,では、すぐにプレゼンに取りかかるとしよう。,
Portuguese_Brazil,"Bom, suponho que logo farei a minha apresentação.",
Chinese_Simplified,好吧，我想很快该我做演讲了。,
Chinese_Traditional,好吧，那我最好快點發表報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0016-Larry,
English_US,"Чтобы подготовиться к презентации, мне нужен кофе.",
Description,,
French,"Et pour préparer ma présentation, il me faut du café.",
Italian,Per prepararmi alla mia presentazione ho bisogno di caffè.,
German,"Um mich auf meine Präsentation vorzubereiten, benötige ich Kaffee.",
Spanish_Spain,"Para prepararme para mi presentación, necesito café.",
Spanish_LATAM,"Para prepararme para mi presentación, necesito café.",
Korean,프레젠테이션을 준비하려면 커피가 필요해요.,
Russian,"In order to prepare for my presentation, I require coffee.",
Japanese,プレゼンの準備をするには、コーヒーが必要です。,
Portuguese_Brazil,"Para me preparar para a minha apresentação, solicito café.",
Chinese_Simplified,准备开始演讲前，我需要喝咖啡。,
Chinese_Traditional,為了報告，我需要喝咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0017-Alta,
English_US,"У нас нет кофе, только чай.",
Description,,
French,On n'a pas café. Seulement du thé.,
Italian,"Non abbiamo caffè, solo tè.",
German,"Wir haben keinen Kaffee, nur Tee.",
Spanish_Spain,"No tenemos café, solo té.",
Spanish_LATAM,No tenemos café. Solo té.,
Korean,커피는 안 돼요. 차밖에 없어요.,
Russian,"We do not have coffee, only tea.",
Japanese,うちにはコーヒーはない。お茶だけだ。,
Portuguese_Brazil,"Não temos café, só chá.",
Chinese_Simplified,我们这没咖啡，只有茶。,
Chinese_Traditional,你們沒有咖啡，只有茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0018-Larry,
English_US,"Понятно. Однако важно, чтобы я не проводил презентацию, пока не выпью кофе.",
Description,,
French,"Je vois. Cependant, il est important que je ne fasse pas ma présentation tant que je n'ai pas eu mon café.",
Italian,"Capisco. Tuttavia, è importante che io non faccia la mia presentazione senza aver prima bevuto un caffè.",
German,"Verstehe. Allerdings ist es wichtig, dass ich meine Präsentation erst halte, wenn ich meinen Kaffee habe.",
Spanish_Spain,"Ya veo. Sin embargo, es importante que no haga mi presentación hasta que haya tomado un café.",
Spanish_LATAM,"Ya veo. Sin embargo, es importante que no haga mi presentación hasta que haya tomado un café.",
Korean,그렇군요. 하지만 커피를 마시기 전까지는 프레젠테이션을 진행하지 않는 게 내 원칙입니다.,
Russian,"I see. However, it is important that I not deliver my presentation until I have coffee.",
Japanese,なるほど、しかしコーヒーを飲むまでプレゼンはできません。大事なことなので。,
Portuguese_Brazil,"Entendo. Porém, é importante que não faça a minha apresentação até tomar café.",
Chinese_Simplified,好吧。然而，我必须先喝咖啡才能发表演讲。,
Chinese_Traditional,我懂了。不過，我一定要在喝咖啡後才能報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0019-Larry,
English_US,"Поэтому я буду ждать здесь, пока не появится кофе.",
Description,,
French,"Par conséquent, je vais attendre ici qu'il y ait du café disponible.",
Italian,"Pertanto, aspetterò qui finché il caffè non sarà disponibile.",
German,"Also werde ich hier warten, bis Kaffee verfügbar wird.",
Spanish_Spain,"Por lo tanto, esperaré aquí hasta que haya café disponible.",
Spanish_LATAM,"Por lo tanto, esperaré aquí hasta que haya café disponible.",
Korean,따라서 커피를 준비할 수 있을 때까지 여기서 기다리죠.,
Russian,"Therefore, I will wait here until coffee becomes available.",
Japanese,ですから、コーヒーが飲めるようになるまで、ここで待ちます。,
Portuguese_Brazil,"Portanto, vou esperar aqui até que haja café disponível.",
Chinese_Simplified,所以我会一直等着，等到有咖啡喝。,
Chinese_Traditional,因此，我要在這裡待到有咖啡可以喝為止。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0020-Alta,
English_US,Эммм... конечно.,
Description,,
French,Euh… certainement.,
Italian,Uhhh... certo.,
German,Äh … klar.,
Spanish_Spain,Ehh... claro.,
Spanish_LATAM,Sí... Claro.,
Korean,으음... 그러세요.,
Russian,Uhhh... sure.,
Japanese,あー…わかったよ。,
Portuguese_Brazil,Ahm... claro.,
Chinese_Simplified,呃……行吧。,
Chinese_Traditional,呃……好喔。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0021-Larry,
English_US,Привет. Я видел. Вы подали кофе {{Jerry}}.,
Description,,
French,Salut. J'ai tout vu. Tu as servi du café à {{Jerry}}.,
Italian,Ehilà. Ti ho visto servire del caffè a {{Jerry}}.,
German,Hallo. Ich habe es gesehen. Du hast {{Jerry}} Kaffee serviert.,
Spanish_Spain,Hola. Lo he visto. Le has servido café a {{Jerry}}.,
Spanish_LATAM,Hola. Lo vi. Le serviste café a {{Jerry}}.,
Korean,안녕하세요. 다 봤습니다. {{Jerry}}에게 커피를 주셨죠,
Russian,Hullo. I have seen it. You served coffee to {{Jerry}}.,
Japanese,どーも。見ましたよ。{{ジェリー}}にコーヒーを出してましたね。,
Portuguese_Brazil,Oi. Eu vi. Você serviu café para o {{Jerry}}.,
Chinese_Simplified,哈啰。我看到了。我看到你给{{Jerry}}上咖啡了。,
Chinese_Traditional,哈囉。我看過。你端咖啡給{{Jerry}}喝。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0022-Larry,
English_US,"Мне нужен кофе, чтобы провести презентацию. Поэтому я хотел бы кофе.",
Description,,
French,Il me faut du café pour faire ma présentation. Je voudrais donc du café.,
Italian,"Ho bisogno di un caffè per fare la mia presentazione. Pertanto, vorrei ordinare un caffè.",
German,"Ich benötige Kaffee, um meine Präsentation halten zu können. Darum hätte ich gerne Kaffee.",
Spanish_Spain,"Necesito café para poder hacer mi presentación. Por lo tanto, me gustaría tomar un café.",
Spanish_LATAM,"Necesito café para poder hacer mi presentación. Por lo tanto, me gustaría tomar un café.",
Korean,프레젠테이션을 진행하려면 커피가 필요해요. 따라서 난 커피를 마셔야겠어요.,
Russian,"I require coffee in order to deliver my presentation. Therefore, I would like coffee.",
Japanese,プレゼンのためにコーヒーが必要なんです。だから僕もコーヒーを注文したい。,
Portuguese_Brazil,"Preciso de café para fazer a minha apresentação. Portanto, eu gostaria de café.",
Chinese_Simplified,我需要喝咖啡才能演讲。所以请给我一杯咖啡。,
Chinese_Traditional,為了報告，我必須喝咖啡。所以，我要點一杯咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0023-Alta,
English_US,"Хорошо, какой кофе вы хотите?",
Description,DUPLICATE BLOCK 1A BEGIN,
French,"OK, tu veux quel genre de café ?",
Italian,"Va bene, che tipo di caffè vuoi?",
German,Okay! Was für Kaffee möchtest du?,
Spanish_Spain,"Vale, ¿qué tipo de café quieres?",
Spanish_LATAM,"Bien, ¿qué tipo de café quieres?",
Korean,"좋아요, 커피의 종류는 뭐로 하실래요?",
Russian,"Okay, what kind of coffee do you want?",
Japanese,わかった。どんなコーヒーがいい？,
Portuguese_Brazil,"Tá, que tipo de café você quer?",
Chinese_Simplified,好的，你想喝哪种咖啡？,
Chinese_Traditional,好，你想要哪種咖啡？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0024-Larry,
English_US,Обычный кофе.,
Description,,
French,Du café normal.,
Italian,Caffè filtrato.,
German,Normalen Kaffee.,
Spanish_Spain,Café normal.,
Spanish_LATAM,Café normal.,
Korean,보통 커피요.,
Russian,Regular coffee.,
Japanese,普通のコーヒーです。,
Portuguese_Brazil,Café normal.,
Chinese_Simplified,普通咖啡。,
Chinese_Traditional,一般的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0025-Alta,
English_US,"Ничего больше?? Вы не хотите, например, какой-нибудь вкус или что-то в этом роде??",
Description,,
French,Rien d'autre ? Tu n'as pas envie d'une saveur en plus ou quelque chose ?,
Italian,Nient'altro? Non vuoi aggiungere un sapore o un altro ingrediente?,
German,Sonst nichts? Willst du nicht einen Geschmack oder so?,
Spanish_Spain,¿Nada más? ¿No quieres un sabor o algo así?,
Spanish_LATAM,¿Nada más? ¿No quieres un sabor o algo así?,
Korean,그거면 돼요?? 맛이나 뭐 그런 거 추가 안 해요??,
Russian,"Nothing else?? You don't want, like, a flavor or something??",
Japanese,他には何も？ フレーバーとか、そういうのは欲しくないの？,
Portuguese_Brazil,"Nada mais?? Não quer, tipo, um sabor ou algo assim??",
Chinese_Simplified,不要别的？？比如说，加点风味啥的？,
Chinese_Traditional,就這樣？？你不需要特殊風味之類的？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0026-Larry,
English_US,Мне не нужен вкус. Мне нужен только кофе.,
Description,,
French,Je ne veux pas de saveur. Je veux juste du café.,
Italian,Non ho bisogno di sapore. Ho bisogno solo del caffè.,
German,Ich benötige keinen Geschmack. Ich benötige nur Kaffee.,
Spanish_Spain,No necesito sabor. Solo necesito café.,
Spanish_LATAM,No necesito sabor. Solo necesito café.,
Korean,맛은 필요 없어요. 커피만 있으면 됩니다.,
Russian,I do not require flavor. I only require coffee.,
Japanese,フレーバーは不要です。コーヒーだけでいい。,
Portuguese_Brazil,Não necessito sabor. Só necessito café.,
Chinese_Simplified,不需要加风味。我只要咖啡。,
Chinese_Traditional,我不需要風味。我只需要咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0027-Alta,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,...,
Japanese,…,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0028-Alta,
English_US,Нет! Я не собираюсь просто сидеть здесь и готовить вам одно и то же снова и снова! Я сойду с ума от скуки!,
Description,,
French,Non ! Hors de question que je passe mon temps à vous préparer toujours la même chose ! C'est un coup à mourir d'ennui !,
Italian,NO! Non posso obbedire in silenzio e continuare a preparare sempre la stessa cosa! Impazzirei dalla noia!,
German,Nein! Ich werde hier nicht einfach rumsitzen und euch Typen immerzu das gleiche machen! Da werd ich doch irre vor Langeweile!,
Spanish_Spain,¡No! ¡No voy a estar aquí sentada haciéndoos exactamente lo mismo una y otra vez! ¡Me volveré loca de aburrimiento!,
Spanish_LATAM,¡No! ¡No voy a estar aquí sentada preparándoles lo mismo una y otra vez! ¡Voy a enloquecer de tanto aburrimiento!,
Korean,아니요! 난 여기 앉아서 손님들에게 계속 똑같은 것만 만들어줄 생각이 없어요! 지루해서 미쳐버릴 지경이라고요!,
Russian,No! I'm not just gonna sit here and make you guys the exact same thing over and over! I'll go out of my mind with boredom!,
Japanese,ダメだ！ じっと座って同じコーヒーを何度も淹れるなんてお断りだ！ 退屈すぎて頭がおかしくなっちまう！,
Portuguese_Brazil,Não! Não vou simplesmente sentar aqui e fazer a mesma coisa pra vocês várias vezes! Eu vou enlouquecer de tédio!,
Chinese_Simplified,不！我才不要像坐流水线那样，给你们一遍遍地上一模一样的东西！那会把人无聊死的！,
Chinese_Traditional,不！我才不要待在這裡，反覆幫你們製作同樣的飲品！我會無聊到死！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0029-Alta,
English_US,"Мне нужно, чтобы вы сделали более интересный заказ кофе. Это новое правило, вам нельзя заказывать ""обычный кофе"".",
Description,,
French,"Il faut que tu passes une commande de café plus intéressante. C'est la nouvelle règle, tu n'as pas le droit de commander un café ""normal"" !",
Italian,"Ho bisogno che tu mi ordini un caffè più interessante. È la nuova regola della casa, non si può più ordinare un banale ""caffè filtrato"".",
German,Ihr müsst interessanteren Kaffee bestellen. Das ist die neue Regel. Ihr dürft keinen „normalen Kaffee“ mehr bestellen.,
Spanish_Spain,"Necesito que me des un pedido de café más interesante. Esa es la nueva regla, no se puede pedir ""café normal"".",
Spanish_LATAM,Necesito que me pidas un café más interesante. Esa es la nueva regla: no se puede pedir «café normal».,
Korean,좀 더 재미있는 커피를 주문해 봐요. 이제부터는 그게 원칙이에요. '보통 커피'는 주문할 수 없어요.,
Russian,"I need you to give me a more interesting coffee order. That's the new rule, you're not allowed to order ""regular coffee.""",
Japanese,もっと面白いコーヒーを注文してくれ。よし、これを新しいルールにしよう。“普通のコーヒー”の注文は禁止。,
Portuguese_Brazil,"Preciso que você faça um pedido de café mais interessante. Essa é a nova regra, vocês não podem pedir ""café normal"".",
Chinese_Simplified,你必须给我点一杯更有意思的咖啡。小店点单新规矩，禁止点“普通咖啡”。,
Chinese_Traditional,你必須點一杯更有趣的咖啡。這是新規則，你不准點「一般的咖啡」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0030-Alta,
English_US,Так что вы выберете?,
Description,,
French,"Alors, qu'est-ce que tu veux ?",
Italian,"Quindi, cosa vuoi che ti prepari?",
German,"Also, was darf es sein?",
Spanish_Spain,"Entonces, ¿qué quieres tomar?",
Spanish_LATAM,"Entonces, ¿qué vas a tomar?",
Korean,"자, 뭐로 주문하실래요?",
Russian,So what's it gonna be?,
Japanese,それじゃ、何にする？,
Portuguese_Brazil,"Então, o que vai ser?",
Chinese_Simplified,你想好了吗？,
Chinese_Traditional,那喝什麼好呢？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0031-Larry,
English_US,Эм.,
Description,,
French,Hum…,
Italian,Uhm.,
German,Äh …,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,음.,
Russian,Um.,
Japanese,うーん。,
Portuguese_Brazil,Hm.,
Chinese_Simplified,唔。,
Chinese_Traditional,呃。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0032-Larry,
English_US,Обычно я пью просто обычный кофе.,
Description,,
French,"Habituellement, je ne bois que du café normal.",
Italian,Di solito bevo solo caffè filtrato.,
German,Üblicherweise nehme ich gewöhnlichen Kaffee.,
