Chinese_Simplified,你本打算治好我的。,
Chinese_Traditional,你本來要解決我的問題。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0009-Alta,
English_US,"Я даже не знаю, что ты собирался делать, но это было что-то. Ты знал, что делать.",
Description,,
French,"J'ignore complètement ce que tu allais faire, mais il y avait quelque chose. Tu savais quoi faire.",
Italian,"Non sapevo nemmeno cosa avresti fatto, ma era già qualcosa. Sapevi cosa fare.",
German,"Ich weiß nicht mal, wie ihr das anstellen wolltet, aber da was was. Ihr wusstet, was zu tun ist.",
Spanish_Spain,"Ni siquiera sé lo que ibas a hacer, pero era algo. Sabías lo que hacer.",
Spanish_LATAM,"Ni siquiera sé lo que ibas a hacer, pero era algo. Sabías qué hacer.",
Korean,"뭘 하려 했던 건지는 모르지만, 분명히 뭔가 있었어요. 그쪽은 해답을 알고 있었다고요.",
Russian,"I don't even know what you were going to do, but it was something. You knew what to do.",
Japanese,どうするかはわからないけど、何か方法があった。それを知ってたのに…,
Portuguese_Brazil,"Eu nem sei o que você ia fazer, mas era algo. Você sabia o que fazer.",
Chinese_Simplified,我甚至无法理解你要做什么，但那一定很了不起。你本来知道该怎么做的。,
Chinese_Traditional,我不知道你本來要怎麼做，但就是有辦法。你本來知道該怎麼做。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0010-Alta,
English_US,А потом ты просто..... ты изменился.,
Description,,
French,Et puis tout d'un coup… tu as changé.,
Italian,E poi di punto in bianco... sei cambiata.,
German,Und dann habt ihr …euch verändert.,
Spanish_Spain,Y entonces... cambiaste.,
Spanish_LATAM,Y entonces... cambiaste.,
Korean,그런데 갑자기 이렇게... 변해버리다니.,
Russian,And then you just... you changed.,
Japanese,なのに突然…あんたは変わった。,
Portuguese_Brazil,"E aí, você simplesmente... você mudou.",
Chinese_Simplified,可之后……你就变了。,
Chinese_Traditional,然後你就……你改變了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0011-Alta,
English_US,"И я не понимаю, почему ты должен был измениться!! Я этого не понимаю!",
Description,,
French,Et je ne comprends pas pourquoi tu devais changer ! Je ne comprends pas !,
Italian,E non capisco perché sei dovuta cambiare! Non lo capisco!,
German,"Und ich verstehe nicht, warum ihr euch verändern musstet! Ich verstehe es nicht!",
Spanish_Spain,¡Y no entiendo por qué tuviste que cambiar! ¡No lo entiendo!,
Spanish_LATAM,¡Y no entiendo por qué tuviste que cambiar! ¡No lo entiendo!,
Korean,"왜 변한 거죠, 대체!! 이해할 수 없어요!",
Russian,And I don't get why you had to change!! I don't understand it!,
Japanese,なんで変わらなきゃいけなかった？！ どうしてだよ！,
Portuguese_Brazil,E eu não entendo por que você teve que mudar!! Eu não entendo!,
Chinese_Simplified,我想不通你为什么非得变身不可！！我不明白！,
Chinese_Traditional,我不懂你為什麼要改變！！我不懂！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0012-Alta,
English_US,Ты должен был исцелить меня! Я должен был снова быть в состоянии бороться! Я должен был снова жить своей жизнью!,
Description,,
French,Tu allais me soigner ! J'allais pouvoir combattre à nouveau ! J'allais retrouver ma vie d'avant !,
Italian,Mi avresti guarita! Sarei stata in grado di combattere di nuovo! Avrei ripreso la mia vita!,
German,Ihr wolltet mich heilen! Ich hätte wieder kämpfen können! Ich sollte mein Leben zurückbekommen!,
Spanish_Spain,¡Ibas a curarme! ¡Iba a poder pelear otra vez! ¡Iba a vivir mi vida otra vez!,
Spanish_LATAM,¡Ibas a curarme! ¡Iba a poder pelear otra vez! ¡Iba a vivir mi vida otra vez!,
Korean,회복시켜 준다고 했잖아요! 겨우 다시 싸울 수 있게 되는 줄 알았는데! 원래의 삶으로 돌아가는 줄 알았는데!,
Russian,You were going to heal me! I was going to be able to fight again! I was going to live my life again!,
Japanese,あんたに治してもらって、私はまた戦えるようになるはずだった！ 自分の人生を取り戻せたんだ！,
Portuguese_Brazil,Você ia me curar! Eu ia poder lutar de novo! Eu ia viver a minha vida de novo!,
Chinese_Simplified,你明明差一点就能治好我！我差一点就可以重返角斗场了！差一点就能重获新生了！,
Chinese_Traditional,你本來要治癒我啊！我本來可以重返戰場！我本來可以回到從前的生活！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0013-Alta,
English_US,Я больше не собирался быть слабым...,
Description,,
French,Je n'allais plus être faible…,
Italian,Non sarei più stata debole...,
German,Ich sollte nicht mehr schwach sein …,
Spanish_Spain,Ya no iba a ser débil...,
Spanish_LATAM,Iba a dejar de ser débil...,
Korean,약해진 기분에서 벗어날 줄 알았는데...,
Russian,I wasn't going to be weak anymore...,
Japanese,弱い自分とは、おさらばして…,
Portuguese_Brazil,Eu não ia mais ser fraca...,
Chinese_Simplified,差一点就能不再这么弱小了……,
Chinese_Traditional,我本來可以擺脫虛弱的狀態……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0014-Alta,
English_US,"Я никогда не чувствовала себя такой слабой. Я точно знаю, какой должна быть, и я просто... Я не могу этого сделать.",
Description,,
French,"Je ne me suis jamais sentie aussi faible. Je sais exactement comment je suis censée être, et je… je n'y arrive pas.",
Italian,"Non mi sono mai sentita così debole. So esattamente come dovrei essere, ma... non riesco ad esserlo.",
German,"Ich hab mich noch nie so schwach gefühlt. Ich weiß genau, wie ich sein soll, und ich kann … Ich kann es einfach nicht.",
Spanish_Spain,"Nunca me había sentido tan débil. Sé exactamente cómo se supone que debo ser, y yo solo... No puedo hacerlo.",
Spanish_LATAM,"Nunca me había sentido tan débil. Sé muy bien cómo se supone que debo ser, y la verdad es que... no puedo hacerlo.",
Korean,이렇게 약해진 기분은 처음이에요. 어떻게 해야 하는지는 잘 알고 있는데... 그걸 못 하겠다고요.,
Russian,"I've never felt weak like this. I know exactly how I'm supposed to be, and I just... I can't do it.",
Japanese,こんなに弱く感じるのは初めてだ。自分のあるべき姿はわかってるのに、今の私は…そうなれない。,
Portuguese_Brazil,Eu nunca me senti fraca assim. Eu sei exatamente como eu deveria ser e eu simplesmente... não consigo.,
Chinese_Simplified,我从未感到如此弱小。我很清楚自己应该是什么样，但我……但我做不到。,
Chinese_Traditional,我從未感到如此虛弱。我知道自己應該要是什麼樣子，而我只是……我做不到。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0015-Alta,
English_US,"Боже мой, пожалуйста. Не уходи.",
Description,,
French,"Oh, mon Dieu, par pitié… ne pars pas.",
Italian,Ti supplico. Non te ne andare.,
German,"Oh Gott, bitte. Geht nicht.",
Spanish_Spain,"Dios mío, por favor. No te vayas.",
Spanish_LATAM,"Te ruego, por favor. No te vayas.",
Korean,제발 부탁이에요. 이대로 가지 말아줘요.,
Russian,"Oh my god, please. Don't go away.",
Japanese,なあ、頼むよ。消えないでくれ。,
Portuguese_Brazil,"Ai, meu Deus, por favor. Não vai embora.",
Chinese_Simplified,老天啊，求你了。不要走。,
Chinese_Traditional,我的天。別走。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0016-Garry,
English_US,"Я понимаю. Нет, я этого не помню.",
Description,,
French,Je vois. Je ne me souviens pas de ça.,
Italian,"Capisco. No, non lo ricordo.",
German,"Verstehe. Nein, daran erinnere ich mich nicht.",
Spanish_Spain,"Entiendo. No, no recuerdo eso.",
Spanish_LATAM,"Entiendo. No, no recuerdo nada de eso.",
Korean,"그렇군요. 아뇨, 전혀 기억나지 않습니다.",
Russian,"I see. No, I do not remember this.",
Japanese,なるほど。確かに記憶にないデスネ。,
Portuguese_Brazil,"Entendo. Não, eu não me lembro disso.",
Chinese_Simplified,我知道了。但我并不记得这些事。,
Chinese_Traditional,我懂了。不，我不記得了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0017-Garry,
English_US,"К сожалению, у меня не так много времени для разговора. Я нужен в зале заседаний.",
Description,,
French,"Malheureusement, je ne peux pas parler longtemps. On m'attend à la salle de conférence.",
Italian,"Purtroppo, non ho molto tempo per parlare. C'è bisogno di me nella sala riunioni.",
German,Leider kann ich mich nicht lange unterhalten. Ich werde im Sitzungssaal erwartet.,
Spanish_Spain,Por desgracia no tengo mucho tiempo para hablar. Me necesitan en la sala de juntas.,
Spanish_LATAM,"Por desgracia, no tengo mucho tiempo para hablar. Me necesitan en la sala de juntas.",
Korean,미안하지만 오래 대화할 시간이 없네요. 회의실에서 절 찾거든요.,
Russian,Unfortunately I do not have long to talk. I am needed at the boardroom.,
Japanese,残念ですが、長話はできマセン。役員会議室に行かなくては。,
Portuguese_Brazil,"Infelizmente, não tenho muito tempo para conversar. Precisam de mim na sala de reuniões.",
Chinese_Simplified,不幸的是，我没有时间闲谈了。我得去会议室。,
Chinese_Traditional,很抱歉，我沒時間長聊。我必須前往會議室。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0018-Garry,
English_US,"Возможно, вы хотели бы ознакомиться с моей презентацией? Эту презентацию я представлю совету директоров.",
Description,"""presentation"" meaning, the kind of presentation a person would deliver in an office",
French,Tu voudrais peut-être voir ma présentation ? C'est une présentation que je dois faire devant le comité directeur.,
Italian,Vorresti per caso vedere la mia presentazione? È la presentazione che farò al consiglio.,
German,"Willst du vielleicht meine Präsentation sehen? Es ist die Präsentation, die ich vor dem Vorstand halte.",
Spanish_Spain,¿Quizás te gustaría ver mi presentación? Es una presentación que haré ante la junta.,
Spanish_LATAM,¿Quizás te gustaría ver mi presentación? Es una presentación que haré ante la junta.,
Korean,혹시 제 프레젠테이션을 봐주시겠습니까? 임원들 앞에서 진행할 프레젠테이션입니다.,
Russian,Perhaps you would like to view my presentation? It is a presentation I will deliver to the board.,
Japanese,よかったら、僕のプレゼンを見ますか？ 役員向けに行う予定なんデス。,
Portuguese_Brazil,Talvez você gostaria de ver a minha apresentação? É uma apresentação que vou fazer para a diretoria.,
Chinese_Simplified,你想不想听我的演讲？这可是我给董事会准备的演讲。,
Chinese_Traditional,也許你會想聽聽我的報告？這是我要向董事會發表的報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0019-Choice,
English_US,"Конечно, как скажете.",
Description,,
French,"Bien sûr, si tu veux.",
Italian,"Certo, se vuoi.",
German,"Klar, meinetwegen.",
Spanish_Spain,Pues vale.,
Spanish_LATAM,"Sí, qué sé yo.",
Korean,"그래요, 그러든가요.",
Russian,"Sure, whatever.",
Japanese,ああ、何でもいい。,
Portuguese_Brazil,"Claro, pode ser.",
Chinese_Simplified,好啊，随你便。,
Chinese_Traditional,好吧，隨便啦。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0020-Choice,
English_US,"Нет, уходите.",
Description,,
French,"Non, va-t'en.",
Italian,"No, vai via.",
German,"Nein, geh weg.",
Spanish_Spain,"No, vete.",
Spanish_LATAM,"No, lárgate.",
Korean,"싫어요, 저리 가요.",
Russian,"No, go away.",
Japanese,いや、もう行けよ。,
Portuguese_Brazil,"Não, cai fora.",
Chinese_Simplified,不想，请你离开。,
Chinese_Traditional,不要，請離開。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0021-Garry,
English_US,Очень хорошо. Сейчас я проведу свою презентацию.,
Description,From [0019-Choice],
French,Très bien. Je vais donc faire ma présentation.,
Italian,Molto bene. Adesso farò la mia presentazione.,
German,Sehr gut. Ich halte nun meine Präsentation.,
Spanish_Spain,Muy bien. Ahora haré mi presentación.,
Spanish_LATAM,Muy bien. Ahora haré mi presentación.,
Korean,좋아요. 그럼 제 프레젠테이션을 시연해 볼게요.,
Russian,Very good. I will now deliver my presentation.,
Japanese,いいでしょう。では、プレゼンを始めマス。,
Portuguese_Brazil,Muito bem. Agora vou fazer a apresentação.,
Chinese_Simplified,很好。那么演讲开始。,
Chinese_Traditional,很好。我現在就開始報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0022-Garry,
English_US,*кхм*,
Description,,
French,*hum*,
Italian,*ehm*,
German,*hüstel*,
Spanish_Spain,*ejem*,
Spanish_LATAM,*ejem*,
Korean,크흠.,
Russian,*ahem*,
Japanese,オッホン。,
Portuguese_Brazil,*ahem*,
Chinese_Simplified,*咳咳*,
Chinese_Traditional,*清喉嚨*,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0023-Garry,
English_US,"Здравствуйте. Я {{Garry}}, из оперативного отдела управленческого управления и стратегических показателей.",
Description,This is just a random string of business-sounding words,
French,"Salut. Je suis {{Garry}}, de la Division opérationnelle de la gouvernance managériale et des indicateurs stratégiques.",
Italian,"Ehilà. Sono {{Garry}}, della Divisione Operativa della Governance Manageriale e delle Metriche Strategiche.",
German,Hallo. Ich bin {{Garry}} von der Abteilung Geschäftsführende Überwachung und Strategische Kriterien.,
Spanish_Spain,"Hola. Soy {{Garry}}, de la División Operativa de Gobernanza Gerencial y Métricas Estratégicas.",
Spanish_LATAM,"Hola. Soy {{Garry}}, de la División Operativa de Gobernanza Gerencial y Métricas Estratégicas.",
Korean,안녕하세요. 경영 거버넌스 및 전략 지표 운영 부서의 {{Garry}}라고 합니다.,
Russian,"Hullo. I am {{Garry}}, from the Managerial Governance and Strategic Metrics Operational Division.",
Japanese,ドーモ。僕は{{ギャリー}}。経営管理および戦略基準業務部門から来マシタ。,
Portuguese_Brazil,"Oi. Eu sou o {{Garry}}, da Divisão Operacional de Governança Gerencial e Métricas Estratégicas.",
Chinese_Simplified,哈啰。我是{{Garry}}，来自经营管制和战略指标运营部。,
Chinese_Traditional,哈囉。我是來自經營管理和策略指標運作部門的{{Garry}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0024-Garry,
English_US,Моя сегодняшняя презентация посвящена нашим показателям соответствия показателей рентабельности собственного капитала клиентов за прошлый квартал.,
Description,"""customer equity return compliance metrics"" is also just random gibberish. ""last quarter"" means the previous 3-month period",
French,Ma présentation d'aujourd'hui porte sur les indicateurs de conformité de notre rendement de l'équité client du dernier trimestre.,
Italian,La presentazione di oggi riguarda i parametri di conformità del rendimento azionario dei clienti dell'ultimo trimestre.,
German,Meine heutige Präsentation betrifft unsere Kundenkapitalrenditenkriterien des letzten Quartals.,
Spanish_Spain,Mi presentación de hoy trata de las métricas de cumplimiento de la rentabilidad del capital de nuestros clientes del último trimestre.,
Spanish_LATAM,Mi presentación de hoy trata de las métricas de cumplimiento de la rentabilidad del capital de nuestros clientes del último trimestre.,
Korean,오늘의 프레젠테이션은 지난 분기의 고객 주식 수익률 준수 지표에 관한 것입니다.,
Russian,My presentation today concerns our customer equity return compliance metrics from last quarter.,
Japanese,今日のプレゼンは、前四半期の顧客株式配当コンプライアンス基準についてデス。,
Portuguese_Brazil,A minha apresentação de hoje aborda nossas métricas de cumprimento de retorno de equidade de clientes do último trimestre.,
Chinese_Simplified,我今天演讲的主题是我司上季度的客户股权收益合规指标。,
Chinese_Traditional,我今天的報告主題是上一季度的客戶股份收益合規性指標。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0025-Garry,
English_US,"Здесь вы можете увидеть цифры, отражающие результаты за прошлый квартал.",
Description,,
French,Vous pouvez voir ici les chiffres des résultats de notre dernier trimestre.,
Italian,Qui puoi vedere i numeri che rappresentano i risultati dell'ultimo trimestre.,
German,"Hier sehen Sie die Zahlen, die das Ergebnis des letzten Quartals darstellen.",
Spanish_Spain,Aquí se pueden ver los números que representan los resultados del último trimestre.,
Spanish_LATAM,Aquí se pueden apreciar los números que representan los resultados del último trimestre.,
Korean,여기서 지난 분기 실적을 나타내는 숫자를 확인해 보세요.,
Russian,Here you can see the numbers that represent last quarter's results.,
Japanese,こちらが前四半期の結果を表した数値デス。ご覧ください。,
Portuguese_Brazil,Aqui vocês podem ver os números que representam os resultados do último trimestre.,
Chinese_Simplified,在这一页，大家可以看到上季度的业绩数据展示。,
Chinese_Traditional,各位可以看見這些代表上一季成果的數字。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0026-Garry,
English_US,Эти результаты соответствовали внутренним прогнозам во всех подразделениях.,
Description,"""internal projections across all divisions"" means ""what other departments in the company are saying""",
French,Ces résultats étaient conformes aux projections internes de toutes les divisions.,
Italian,Questi risultati erano coerenti con le proiezioni interne in tutte le divisioni.,
German,Diese Resultate stimmen mit internen Prognosen in allen Abteilungen überein.,
Spanish_Spain,Estos resultados fueron coherentes con las proyecciones internas de los demás departamentos.,
Spanish_LATAM,Estos resultados fueron coherentes con las proyecciones internas de los demás departamentos.,
Korean,이러한 결과는 모든 부서의 내부 예측치와 일치했습니다.,
Russian,These results were consistent with internal projections across all divisions.,
Japanese,この結果は全部門における見解と一致していマス。,
Portuguese_Brazil,Esses resultados são consistentes com as projeções internas em todas as divisões.,
Chinese_Simplified,这些业绩与所有部门的内部预测一致。,
Chinese_Traditional,這些成果符合所有部門的期待。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0027-Garry,
English_US,"Мой следующий слайд... О, у меня закончились слайды.",
Description,,
French,"Ma diapo suivante… oh, je n'ai plus de diapo.",
Italian,"La mia prossima diapositiva... oh, ho finito le diapositive.",
German,"Auf der nächsten Folie … Oh, mir sind die Folien ausgegangen.",
Spanish_Spain,"Mi próxima diapositiva... Oh, se me han acabado las diapositivas.",
Spanish_LATAM,"Mi próxima diapositiva... Ah, se me terminaron las diapositivas.",
Korean,"다음 슬라이드는... 아, 이제 슬라이드가 없네요.",
Russian,"My next slide... Oh, I am out of slides.",
Japanese,次のスライドは…おや、もうないな。,
Portuguese_Brazil,"O meu próximo slide... Ah, acabaram os slides.",
Chinese_Simplified,接下来请看下一页……哦，没有下一页了。,
Chinese_Traditional,下一張簡報……噢，簡報沒了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0028-Garry,
English_US,На этом моя презентация заканчивается. Спасибо».,
Description,,
French,Ceci vient conclure ma présentation. Merci.,
Italian,E con questo si conclude la mia presentazione. Grazie.,
German,Damit ist meine Präsentation beendet. Danke.,
Spanish_Spain,Con esto concluye mi presentación. Gracias.,
Spanish_LATAM,Con esto concluye mi presentación. Gracias.,
Korean,제 프레젠테이션은 여기까집니다. 감사합니다.,
Russian,This concludes my presentation. Thank you.,
Japanese,これでプレゼンは終わりデス。ありがとう。,
Portuguese_Brazil,Concluímos assim a apresentação. Obrigado.,
Chinese_Simplified,我的演讲到此为止。谢谢大家。,
Chinese_Traditional,我的報告到此結束。謝謝你們。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0029-Garry,
English_US,Хотите получить физическую копию результатов за прошлый квартал? У меня с собой несколько тысяч копий.,
Description,,
French,Est-ce que tu voudrais une copie physique des résultats du dernier trimestre ? J'en ai plusieurs exemplaires sur moi.,
Italian,Vuoi una copia cartacea dei risultati dell'ultimo trimestre? Ho portato migliaia di copie.,
German,Möchtest du einen Ausdruck der Ergebnisse des letzten Quartals? Ich habe mehrere Tausend Kopien bei mir.,
Spanish_Spain,¿Quieres una copia física de los resultados del último trimestre? Tengo varios miles de copias conmigo.,
Spanish_LATAM,¿Quieres una copia física de los resultados del último trimestre? Tengo varios miles de copias conmigo.,
Korean,혹시 지난 분기 실적을 인쇄본으로 드릴까요? 인쇄본을 수천 장 준비했거든요.,
Russian,Would you like a physical copy of last quarter's results? I have several thousand copies of it on me.,
Japanese,前四半期の結果のコピーはいかがデスカ？ まだ何千枚もコピーはあるので。,
Portuguese_Brazil,Você gostaria de uma cópia física dos resultados do último trimestre? Tenho várias milhares de cópias comigo.,
Chinese_Simplified,你想要一份上季度业绩报告的实物副本吗？我身上带着好几千份。,
Chinese_Traditional,你想要上一季成果的紙本紀錄嗎？我印了上千份。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith4_RAW-0030-Choice,
English_US,"Хорошо, я возьму одну.",
Description,,
French,"D'accord, je vais en prendre une.",
Italian,"Va bene, ne prendo una.",
German,"Alles klar, ich nehm eine.",
Spanish_Spain,"Muy bien, dame una.",
Spanish_LATAM,"Bueno, dame una.",
